tv_name,year,url
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-08-21-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-08-22-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-08-23-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-08-26-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-08-27-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-08-28-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-08-29-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-08-30-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-02-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-03-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-04-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-05-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-06-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-09-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-10-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-12-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-13-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-16-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-17-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-18-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-19-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-20-02.shtml
amc,2002,http://tvmegasite.net/transcripts/amc/older/2002/amc-trans-09-23-02.shtml
